Name,RT [min],CCS,m/z meas.,Ions,Original annotation,Molecular Formula,Name for process,Lipidlynx name bulk,Lipidlynx name molecular species,ID confidence,20w1-1,20w1-2,20w1-3,20w2-1,20w2-2,20w2-3,13w-1,13w-2,13w-3,CBO1,CBO2,CBO3,FBO1,FBO2,FBO3,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08
TG(70:6)_1121.02001_7.73_low,773,3625,112102001,[M+NH4]+,TG 18:1_18:1_34:4,C73H130O6,TG 18:1_18:1_34:4_1121.02_7.73_[M+NH4]+_low,TG(70:6),TG(18:1_18:1_34:4),low,0.587909182,0.603340581,0.496656366,0.381123786,0.430477519,0.390618374,1.147483193,0.951998582,1.281727743,2.08630742,2.735320168,0.978711414,2.066910868,0.499115427,0.664405944,0.91417665,1.038511509,1.085151068,0.956331064,1.056214468,0.988024905,1.002548805,1.027357008
TG(70:5)_1123.03552_7.9_Medium,79,3633,112303552,[M+NH4]+,TG 18:1_18:1_34:3,C73H132O6,TG 18:1_18:1_34:3_1123.036_7.9_[M+NH4]+_Medium,TG(70:5),TG(18:1_18:1_34:3),Medium,0.146609872,0.185473779,0.13321673,0.113682071,0.133663684,0.123419843,0.467731712,0.456972067,0.530626296,3.296385387,4.676854016,1.197621878,1.881089168,0.368350905,0.953712502,0.873151208,1.022893941,1.020887292,1.023476783,1.024922088,1.067909792,0.900999636,1.0919822
TG(70:4)_1125.05071_8.05_Medium,805,3642,112505071,[M+NH4]+,TG 18:1_18:1_34:2,C73H134O6,TG 18:1_18:1_34:2_1125.051_8.05_[M+NH4]+_Medium,TG(70:4),TG(18:1_18:1_34:2),Medium,NA,NA,NA,NA,NA,0.096119331,0.177763311,0.200928208,0.196301241,3.36004492,6.238604359,1.407175583,1.473346118,0.364495066,0.662993996,0.86356829,0.992341506,1.008875162,1.066106968,1.072144102,0.901484885,1.076201112,1.031373267
TG(70:3)_1127.06563_8.2_low,82,3648,112706563,[M+NH4]+,TG 16:0_18:1_36:2,C73H136O6,TG 16:0_18:1_36:2_1127.066_8.2_[M+NH4]+_low,TG(70:3),TG(16:0_18:1_36:2),low,NA,NA,NA,NA,NA,NA,0.186015869,0.123647637,NA,3.672574776,6.925422235,1.819715672,1.241708182,0.311994019,0.511306481,0.87527259,0.942985666,1.126068483,0.969839732,1.021252566,0.989258282,1.031204602,1.096810358
TG(68:9)_1086.94142_7.11_Medium,711,3539,108694142,[M+NH4]+,TG 18:0_20:4_30:5,C71H120O6,TG 18:0_20:4_30:5_1086.941_7.11_[M+NH4]+_Medium,TG(68:9),TG(18:0_20:4_30:5),Medium,2.733287418,2.300746913,2.211213385,2.641537625,2.20392633,1.713072233,1.773219084,1.507871216,1.569963534,NA,NA,NA,NA,NA,NA,0.901614634,1.007772535,1.139536394,0.906766575,1.080833147,0.962048225,0.900947697,1.045585887
TG(68:7)_1090.9727_7.39_Medium,739,3564,10909727,[M+NH4]+,TG 16:1_18:1_34:5,C71H124O6,TG 16:1_18:1_34:5_1090.973_7.39_[M+NH4]+_Medium,TG(68:7),TG(16:1_18:1_34:5),Medium,1.6967296,1.527684882,1.50852856,1.545997774,1.452249364,1.269415414,1.826822225,1.849155769,1.706430907,0.648117075,0.48305614,0.201934953,0.709813235,0.168346539,0.326113732,0.977366919,0.997076221,1.017233061,1.006735959,0.97466713,0.923259843,1.034461547,1.016264657
TG(68:6)_1092.98841_7.56_Medium,756,3581,109298841,[M+NH4]+,TG 16:0_18:1_34:5,C71H126O6,TG 16:0_18:1_34:5_1092.988_7.56_[M+NH4]+_Medium,TG(68:6),TG(16:0_18:1_34:5),Medium,1.453252347,1.400361043,1.293082971,1.151035087,1.044185006,1.001158966,1.88350753,1.830162617,1.808272033,1.177855116,1.114592156,0.39176438,1.321446717,0.273413351,0.566971795,0.990413684,1.047842733,0.96271664,1.012625521,0.940732874,1.00157728,1.017125032,1.006224789
TG(68:2)_1101.0509_8.21_low,821,3625,11010509,[M+NH4]+,TG 16:0_18:1_34:1,C71H134O6,TG 16:0_18:1_34:1_1101.051_8.21_[M+NH4]+_low,TG(68:2),TG(16:0_18:1_34:1),low,0.137380673,0.099544305,0.105834871,0.152594863,0.13427661,0.205648493,0.393228735,0.255741876,0.370022363,2.946062668,6.98574841,2.222706138,1.213247725,0.236344009,0.454179564,0.941341618,0.950681098,1.030533153,0.989042193,1.055935199,1.048263541,0.949879144,1.086497252
TG(66:8)_1060.92491_7.04_low,704,3502,106092491,[M+NH4]+,TG 18:0_22:5_26:3,C69H118O6,TG 18:0_22:5_26:3_1060.925_7.04_[M+NH4]+_low,TG(66:8),TG(18:0_22:5_26:3),low,1.913050995,1.831432415,1.843713723,1.241684364,1.527491745,1.329131337,1.658694983,1.461676826,1.641918007,1.239815692,0.840582835,NA,0.342974249,0.698526728,NA,1.038229974,0.882208846,1.125110099,0.98810337,0.882187082,0.992708367,0.959168036,1.117489967
TG(66:7)_1062.942_7.39_low,739,3515,1062942,[M+NH4]+,TG 18:0_22:6_26:1,C69H120O6,TG 18:0_22:6_26:1_1062.942_7.39_[M+NH4]+_low,TG(66:7),TG(18:0_22:6_26:1),low,1.598283596,1.402273587,1.474591489,1.525149744,1.226536527,1.365067611,3.253185836,3.151139369,2.813711856,NA,NA,NA,NA,NA,NA,0.996647472,1.07191643,1.003940029,0.947974118,0.989094787,0.966978708,1.06245377,0.876019749
TG(66:7)_1062.94058_7.2_Medium,72,3518,106294058,[M+NH4]+,TG 16:1_18:1_32:5,C69H120O6,TG 16:1_18:1_32:5_1062.941_7.2_[M+NH4]+_Medium,TG(66:7),TG(16:1_18:1_32:5),Medium,1.77240069,1.545996027,1.710946367,1.502308757,1.29992672,1.508446743,1.490125956,1.610219879,1.591988828,1.218299637,0.519181244,0.32773605,0.36720767,0.289197872,0.227836496,1.101313349,0.971430762,0.970524022,0.991102822,0.966392212,1.043623359,1.007506006,0.925510047
TG(66:6)_1064.95668_7.38_High,738,353,106495668,[M+NH4]+,TG 66:6,C69H122O6,TG 66:6_1064.957_7.38_[M+NH4]+_High,TG(66:6),,High,1.8079761,1.311172078,1.478485302,1.690995893,1.362168107,1.564125289,1.576354439,1.249503805,1.360340568,0.859434358,0.617071805,0.397957234,0.511582259,0.266978731,0.238223612,1.020252498,0.996243631,0.967414007,1.053798574,0.982801442,0.998640809,0.980571948,0.971281576
TG(66:4)_1068.98803_7.73_low,773,3562,106898803,[M+NH4]+,TG 16:0_16:1_34:3,C69H126O6,TG 16:0_16:1_34:3_1068.988_7.73_[M+NH4]+_low,TG(66:4),TG(16:0_16:1_34:3),low,0.30452152,0.296835712,0.298641463,0.227619679,0.214285617,0.270072199,0.629240243,0.558663108,0.669709327,3.246761827,3.411932385,1.362547009,1.826022079,0.43756864,0.677506555,0.961731097,0.960379373,1.040619497,1.046075011,1.046418531,0.942517607,1.02737398,1.033263661
TG(66:3)_1071.00382_7.9_low,79,3565,107100382,[M+NH4]+,TG 16:0_18:1_32:2,C69H128O6,TG 16:0_18:1_32:2_1071.004_7.9_[M+NH4]+_low,TG(66:3),TG(16:0_18:1_32:2),low,0.241962652,0.189172383,0.17792859,0.192992056,0.159815406,0.206352117,0.438774638,0.381762632,0.462845398,3.228545478,4.016665104,1.38632401,1.291862799,0.258810813,0.475886688,0.964560551,0.999654382,0.982600364,1.054883071,0.971115865,1.057559093,0.936172804,1.085398112
TG(66:2)_1073.01963_8.06_low,806,3578,107301963,[M+NH4]+,TG 15:0_17:0_34:2,C69H130O6,TG 15:0_17:0_34:2_1073.02_8.06_[M+NH4]+_low,TG(66:2),TG(15:0_17:0_34:2),low,0.258205581,0.277534262,0.21818664,0.269264823,0.232011668,0.301492069,0.483163446,0.433856543,0.487089974,3.000124089,4.806141127,1.955545653,0.962710726,0.270506593,0.409788895,1.035829717,0.909684043,1.013140977,1.028535027,0.992668952,0.997386324,1.031738873,1.027422875
TG(66:15)_1046.81674_5.76_low,576,3405,104681674,[M+NH4]+,TG 20:4_22:6_24:5,C69H104O6,TG 20:4_22:6_24:5_1046.817_5.76_[M+NH4]+_low,TG(66:15),TG(20:4_22:6_24:5),low,1.951329273,1.793483034,1.791327518,1.061755672,0.922151058,0.952424015,1.322583964,1.097815195,1.210227469,NA,NA,NA,NA,NA,NA,1.078909897,0.894890409,1.079606747,0.947063187,1.038274868,1.042526551,0.890301131,1.064116499
TG(66:14)_1048.83242_5.94_low,594,3417,104883242,[M+NH4]+,TG 20:4_22:6_24:4,C69H106O6,TG 20:4_22:6_24:4_1048.832_5.94_[M+NH4]+_low,TG(66:14),TG(20:4_22:6_24:4),low,1.788554247,1.669154844,1.824464331,0.919150893,0.829084078,0.90439633,1.249373713,1.267558848,1.305836645,NA,NA,NA,NA,NA,NA,0.998897649,0.94036479,1.083439708,0.980033361,0.957426388,1.057515061,0.996011963,0.972777742
TG(66:13)_1050.84802_6.11_low,611,3431,105084802,[M+NH4]+,TG 20:2_22:6_24:5,C69H108O6,TG 20:2_22:6_24:5_1050.848_6.11_[M+NH4]+_low,TG(66:13),TG(20:2_22:6_24:5),low,2.195487535,1.492735489,1.992764301,1.365440499,1.097658022,1.118382397,1.58816795,1.712664983,1.595273939,NA,NA,NA,NA,NA,NA,0.964984966,1.022187013,1.073629596,0.9634543,0.98697997,0.964868589,1.044690233,0.900474357
TG(66:11)_1054.87867_6.53_low,653,3465,105487867,[M+NH4]+,TG 18:2_18:2_30:7,C69H112O6,TG 18:2_18:2_30:7_1054.879_6.53_[M+NH4]+_low,TG(66:11),TG(18:2_18:2_30:7),low,2.497263007,2.751139132,1.942971887,1.963860114,2.007303708,2.074922472,2.192151936,1.805374375,1.71697157,NA,NA,NA,NA,NA,NA,1.001291084,0.970250301,1.055327801,0.87711561,1.004068593,0.89297459,1.122126505,0.95587964
TG(64:9)_1030.8739_6.58_low,658,3433,10308739,[M+NH4]+,TG 18:1_22:4_24:4,C67H112O6,TG 18:1_22:4_24:4_1030.874_6.58_[M+NH4]+_low,TG(64:9),TG(18:1_22:4_24:4),low,1.875946458,1.797956029,1.959143106,1.367730069,1.151950431,0.969098372,1.341279036,1.474037421,1.434466044,0.681736275,0.593197207,0.315756083,NA,0.566763662,0.579629318,0.970571532,0.902776942,1.163555052,0.95338749,1.034270916,0.994705528,0.96554869,0.961640425
TG(64:7)_1034.90965_7.01_Medium,701,3467,103490965,[M+NH4]+,TG 18:1_18:1_28:5,C67H116O6,TG 18:1_18:1_28:5_1034.91_7.01_[M+NH4]+_Medium,TG(64:7),TG(18:1_18:1_28:5),Medium,1.791197148,1.599005605,1.523677464,1.190054622,1.164333734,1.248384812,1.271285152,1.456262402,1.318293345,1.589935507,1.118124654,0.741491586,0.326518306,0.405727964,0.291268486,0.957295498,1.037201639,1.028435185,0.983779203,1.000386886,0.932939997,0.991988532,1.040516953
TG(64:6)_1036.92603_7.43_low,743,3484,103692603,[M+NH4]+,TG 18:0_22:6_24:0,C67H118O6,TG 18:0_22:6_24:0_1036.926_7.43_[M+NH4]+_low,TG(64:6),TG(18:0_22:6_24:0),low,1.614078109,1.548872299,1.368832118,1.93052297,1.678219208,1.697160656,2.401485879,2.405203896,2.406907701,NA,NA,NA,NA,NA,NA,1.085825126,0.984650861,0.979919377,0.9686199,1.027585882,0.97053982,1.013813053,0.904056997
TG(64:5)_1038.9414_7.39_low,739,3496,10389414,[M+NH4]+,TG 20:1_20:3_24:1,C67H120O6,TG 20:1_20:3_24:1_1038.941_7.39_[M+NH4]+_low,TG(64:5),TG(20:1_20:3_24:1),low,1.356679312,0.996622248,0.993030504,1.399112458,1.248628133,1.177230281,1.1033004,1.076302648,1.226718807,2.701078646,1.77744753,0.945218913,0.56164393,0.264087859,0.312055065,0.956446484,1.079026483,0.971219802,1.001684123,0.977478539,1.029360544,0.942511729,1.036543105
TG(64:4)_1040.95653_7.56_low,756,3505,104095653,[M+NH4]+,TG 18:1_22:2_24:1,C67H122O6,TG 18:1_22:2_24:1_1040.957_7.56_[M+NH4]+_low,TG(64:4),TG(18:1_22:2_24:1),low,0.642606375,0.624894092,0.530256909,0.469868646,0.473008291,0.503972189,1.123345285,1.146760742,1.157601556,3.308886544,2.556800486,1.315251575,0.992368503,0.332454985,0.467391111,0.994005936,0.967240898,1.001849453,1.074017704,0.958681687,0.988356321,1.01762383,0.993434557
TG(64:3)_1042.97186_7.73_low,773,3516,104297186,[M+NH4]+,TG 16:1_18:1_30:1,C67H124O6,TG 16:1_18:1_30:1_1042.972_7.73_[M+NH4]+_low,TG(64:3),TG(16:1_18:1_30:1),low,0.427004963,0.425247874,0.343840778,0.421197994,0.355454187,0.385919998,0.476997839,0.716937279,0.717557764,3.422041309,3.563065189,1.771564405,0.962672654,0.351482446,0.463765913,0.917331098,1.071939423,0.955570807,1.030209656,1.012606896,1.046040878,0.971610844,1.00700489
TG(64:16)_1016.76964_5.29_Medium,529,3338,101676964,"[M+NH4]+, [M+Na]+",TG 20:4_22:6_22:6,C67H98O6,TG 20:4_22:6_22:6_1016.77_5.29_[M+NH4]+_Medium,TG(64:16),TG(20:4_22:6_22:6),Medium,1.356508157,1.27209868,1.220920621,0.785770023,0.764946506,0.742369465,2.286800191,2.255428064,2.295845074,NA,NA,NA,NA,NA,NA,1.045038024,0.993538287,0.988372493,0.992876376,1.00205223,0.998475097,0.975220013,0.980029975
TG(64:14)_1020.80076_5.67_Medium,567,3366,102080076,[M+NH4]+,TG 20:4_22:4_22:6,C67H102O6,TG 20:4_22:4_22:6_1020.801_5.67_[M+NH4]+_Medium,TG(64:14),TG(20:4_22:4_22:6),Medium,1.235268806,1.208197494,1.128680072,0.45729421,0.433334506,0.454861619,1.594241803,1.559924122,1.577833643,NA,NA,NA,NA,NA,NA,0.970591637,1.018989845,1.001973781,1.001457805,1.012568792,0.999624562,0.987989439,1.018700681
TG(64:13)_1022.81622_5.89_Medium,589,3378,102281622,[M+NH4]+,TG 20:4_22:3_22:6,C67H104O6,TG 20:4_22:3_22:6_1022.816_5.89_[M+NH4]+_Medium,TG(64:13),TG(20:4_22:3_22:6),Medium,1.626284775,1.510401025,1.548620939,0.934313359,0.944148271,0.890345687,1.163525057,1.33598652,1.302997437,NA,NA,NA,NA,0.117802713,NA,1.005944266,0.99081393,1.010466091,0.996465886,1.001659492,0.992283879,1.010594071,0.979217818
TG(64:11)_1026.84736_6.28_low,628,3412,102684736,[M+NH4]+,TG 20:4_22:1_22:6,C67H108O6,TG 20:4_22:1_22:6_1026.847_6.28_[M+NH4]+_low,TG(64:11),TG(20:4_22:1_22:6),low,1.762685107,1.700856931,1.72839276,0.962842972,1.034291156,0.865264674,1.577438218,1.638356638,1.539049286,0.316963088,NA,NA,NA,0.176725745,NA,1.007633097,1.005111941,0.977260292,1.014682754,0.931833984,1.018571986,1.028546838,0.984955083
TG(62:9)_1002.84746_6.53_low,653,3395,100284746,"[M+NH4]+, [M+Na]+",TG 20:0_20:4_22:5,C65H108O6,TG 20:0_20:4_22:5_1002.847_6.53_[M+NH4]+_low,TG(62:9),TG(20:0_20:4_22:5),low,2.520981576,2.268404638,2.359611946,1.610749172,1.372598212,1.430837373,1.620527051,1.673818804,1.480301456,0.318335287,0.23499638,0.166224772,0.09116369,0.329648481,0.148620859,1.050286875,1.047946878,0.982383293,0.957971898,0.97924404,1.007864956,0.977105154,0.913343644
TG(62:8)_1004.8633_6.7_Medium,67,3404,10048633,[M+NH4]+,TG 18:0_20:4_24:4,C65H110O6,TG 18:0_20:4_24:4_1004.863_6.7_[M+NH4]+_Medium,TG(62:8),TG(18:0_20:4_24:4),Medium,2.171097177,2.343702916,2.229622084,1.374826011,1.379269559,1.49170195,1.496274343,1.761680976,1.471077031,0.589732456,NA,0.205731254,NA,0.546961552,0.325420194,0.989795367,0.98069692,1.012103889,1.021777985,0.984957653,1.027665851,0.988909517,0.939139958
TG(62:7)_1006.87833_6.81_low,681,3419,100687833,[M+NH4]+,TG 18:1_22:3_22:3,C65H112O6,TG 18:1_22:3_22:3_1006.878_6.81_[M+NH4]+_low,TG(62:7),TG(18:1_22:3_22:3),low,1.443609351,1.344861305,1.236326537,0.825252505,0.684074221,0.767513152,1.0682195,1.101608923,1.153458111,1.927459135,1.195843936,0.936745241,0.27866985,0.368331007,0.317314634,1.030807269,0.981124439,0.977041237,1.021084946,1.001387528,0.956435455,1.024870338,0.999773731
TG(62:6)_1008.8952_7.22_low,722,3431,10088952,[M+NH4]+,TG 16:0_16:0_30:6,C65H114O6,TG 16:0_16:0_30:6_1008.895_7.22_[M+NH4]+_low,TG(62:6),TG(16:0_16:0_30:6),low,2.077666594,1.648401698,1.713458078,1.652222441,1.643512099,1.435695173,2.138611531,2.428810349,2.327394331,NA,NA,NA,NA,NA,NA,1.113681389,0.978063175,0.986680608,0.957816355,0.999897298,0.995158941,1.035114024,0.840481417
TG(62:6)_1008.89399_6.99_low,699,3432,100889399,[M+NH4]+,TG 18:0_22:3_22:3,C65H114O6,TG 18:0_22:3_22:3_1008.894_6.99_[M+NH4]+_low,TG(62:6),TG(18:0_22:3_22:3),low,1.392689976,1.358838633,1.226187483,1.078329111,0.996939915,1.072182851,1.105829979,1.047420284,1.100334763,1.750013063,1.195151648,0.829401499,0.3194487,0.334900853,0.278327081,0.965542938,1.022258498,0.978672216,1.045947687,0.980873662,1.001957728,0.962017605,1.034456249
TG(62:5)_1010.91039_7.19_low,719,3443,101091039,[M+NH4]+,TG 18:3_22:1_22:1,C65H116O6,TG 18:3_22:1_22:1_1010.91_7.19_[M+NH4]+_low,TG(62:5),TG(18:3_22:1_22:1),low,0.912882702,0.799012395,0.81011904,0.895892045,0.741181836,0.751090666,0.883352958,0.788032467,0.862006584,2.780714369,1.954829927,1.162169915,0.39651633,0.346412859,0.25929973,0.944702476,1.053098845,0.992134328,0.980436099,0.978960502,1.063403084,0.959957519,1.001214294
TG(62:3)_1014.94057_7.54_Medium,754,3465,101494057,[M+NH4]+,TG 18:1_20:1_24:1,C65H120O6,TG 18:1_20:1_24:1_1014.941_7.54_[M+NH4]+_Medium,TG(62:3),TG(18:1_20:1_24:1),Medium,0.641187929,0.365928513,0.495008013,0.454626609,0.277473708,0.301065201,1.014700125,0.990060374,1.08935401,2.943850769,3.162601093,1.905216531,0.473664576,0.277263373,0.276179593,0.965225203,1.008879513,0.998943339,1.042825304,1.001928956,1.011394928,1.019320421,0.944382522
TG(62:2)_1016.95726_7.74_low,774,3481,101695726,"[M+NH4]+, [M+Na]+",TG 18:0_18:1_26:1,C65H122O6,TG 18:0_18:1_26:1_1016.957_7.74_[M+NH4]+_low,TG(62:2),TG(18:0_18:1_26:1),low,0.507191685,0.443891909,0.400028359,0.405586877,0.359552158,0.435414258,0.851672304,0.822219678,0.975898414,3.270880584,3.48177115,2.27165104,0.599860311,0.425918869,0.323250742,0.956709629,1.027840175,0.987343955,1.026600286,1.024770572,1.009144702,0.993479005,1.002745249
TG(62:14)_992.76959_5.43_Medium,543,3305,99276959,"[M+NH4]+, [M+K]+, [M+Na]+",TG 20:4_20:4_22:6,C65H98O6,TG 20:4_20:4_22:6_992.77_5.43_[M+NH4]+_Medium,TG(62:14),TG(20:4_20:4_22:6),Medium,1.938485225,1.790785448,1.720848091,0.873288436,0.781078311,0.869114046,2.153875999,2.138306195,2.043325525,NA,NA,NA,NA,NA,NA,1.031495003,0.990637287,1.013513431,0.98020939,0.99391599,1.031544599,0.940014047,0.970845329
TG(62:13)_994.78497_5.69_Medium,569,3328,99478497,[M+NH4]+,TG 18:1_22:6_22:6,C65H100O6,TG 18:1_22:6_22:6_994.785_5.69_[M+NH4]+_Medium,TG(62:13),TG(18:1_22:6_22:6),Medium,1.140710987,1.20156595,1.070801246,0.640315479,0.574341473,0.650332421,1.799987261,1.735834087,1.75906267,NA,NA,NA,NA,0.029647482,NA,1.017243828,0.984495099,0.982783698,1.020695963,1.025877652,0.956514418,1.041674856,0.978006719
TG(62:12)_996.80047_5.82_low,582,3341,99680047,"[M+NH4]+, [M+Na]+",TG 20:2_20:4_22:6,C65H102O6,TG 20:2_20:4_22:6_996.8_5.82_[M+NH4]+_low,TG(62:12),TG(20:2_20:4_22:6),low,1.917689322,1.781548246,1.811775934,0.893070376,0.811037596,0.82096846,1.978366222,2.15147718,1.78231989,NA,0.070681785,NA,NA,0.112010318,0.069462098,1.076142407,0.944606706,1.047223185,0.98152395,0.972926148,0.987453876,0.996679733,0.920783573
TG(62:11)_998.81637_6.23_low,623,337,99881637,[M+NH4]+,TG 18:0_22:5_22:6,C65H104O6,TG 18:0_22:5_22:6_998.816_6.23_[M+NH4]+_low,TG(62:11),TG(18:0_22:5_22:6),low,1.886653121,1.910203399,1.640696668,1.266865066,1.268129078,1.14519915,1.381101037,1.482382554,1.339673515,NA,NA,NA,NA,NA,NA,1.0346939,1.026100122,0.953016771,1.006095098,0.984835796,1.00172654,0.994386922,0.929428092
TG(62:1)_1018.97305_7.92_low,792,3497,101897305,[M+NH4]+,TG 18:0_18:1_26:0,C65H124O6,TG 18:0_18:1_26:0_1018.973_7.92_[M+NH4]+_low,TG(62:1),TG(18:0_18:1_26:0),low,0.540176856,0.418366339,0.401528287,0.505697815,0.454130001,0.549041426,0.773935022,0.732921301,0.704026553,3.541646374,2.745049012,2.74648774,0.766085872,0.597587598,0.538872784,0.941494032,1.000523549,1.058191281,0.977607162,1.046401562,0.981939419,1.051825853,0.966950841
TG(60:7)_978.84783_6.71_low,671,3372,97884783,[M+NH4]+,TG 18:0_20:4_22:3,C63H108O6,TG 18:0_20:4_22:3_978.848_6.71_[M+NH4]+_low,TG(60:7),TG(18:0_20:4_22:3),low,2.069956549,2.117301603,2.199189983,1.184592506,1.16613539,1.174176607,1.753984847,1.915266278,1.653817174,0.839892813,0.544403371,NA,0.269730268,0.487840276,0.405827902,1.046791352,1.002703549,0.964818807,0.989350916,0.982292731,1.004180563,0.97681778,0.973552514
TG(60:4)_984.89448_7.21_low,721,3406,98489448,"[M+NH4]+, [M+Na]+",TG 18:0_20:1_22:3,C63H114O6,TG 18:0_20:1_22:3_984.894_7.21_[M+NH4]+_low,TG(60:4),TG(18:0_20:1_22:3),low,0.633260294,0.589973229,0.562684756,0.435725014,0.363432633,0.370034491,0.693408771,0.582553919,0.683259567,3.861741804,2.553664623,1.684915169,0.379216526,0.325532453,0.299497731,0.974069842,1.006730834,0.991053559,1.020104261,1.010144456,1.047184578,0.951016289,1.032977501
TG(60:3)_986.90981_7.33_Medium,733,3414,98690981,"[M+NH4]+, [M+Na]+",TG 18:1_18:1_24:1,C63H116O6,TG 18:1_18:1_24:1_986.91_7.33_[M+NH4]+_Medium,TG(60:3),TG(18:1_18:1_24:1),Medium,0.601489464,0.570307109,0.525089141,0.346388199,0.318703649,0.354220017,0.995405073,1.002937797,1.058360049,3.115006205,2.96352296,2.174157476,0.3693812,0.235052931,0.203088308,0.964374464,1.025058716,0.984201592,1.036347135,0.970795901,1.002150916,1.006510952,1.011664349
TG(60:2)_988.9262_7.55_High,755,3432,9889262,"[M+NH4]+, [M+Na]+",TG 18:0_18:1_24:1,C63H118O6,TG 18:0_18:1_24:1_988.926_7.55_[M+NH4]+_High,TG(60:2),TG(18:0_18:1_24:1),High,0.528051712,0.48719773,0.477548899,0.394207383,0.353250933,0.357189675,1.028967826,0.916161159,1.023641702,3.177271368,3.129217241,2.173466166,0.404440089,0.291992855,0.221714213,0.989167228,1.004805155,0.989018067,1.012311914,1.006079763,1.038815349,0.998017216,0.972968674
TG(60:14)_964.73877_5.22_Medium,522,3255,96473877,[M+NH4]+,TG 16:2_22:6_22:6,C63H94O6,TG 16:2_22:6_22:6_964.739_5.22_[M+NH4]+_Medium,TG(60:14),TG(16:2_22:6_22:6),Medium,NA,0.818237806,NA,0.590058994,0.505575913,0.385600132,3.277899696,2.900548834,2.298852799,NA,NA,NA,NA,NA,NA,0.956676023,0.959526779,1.090457822,1.038395243,0.845987575,1.178975935,0.7559491,1.114037456
TG(60:13)_966.75373_5.37_Medium,537,327,96675373,"[M+NH4]+, [M+K]+, [M+Na]+",TG 16:1_22:6_22:6,C63H96O6,TG 16:1_22:6_22:6_966.754_5.37_[M+NH4]+_Medium,TG(60:13),TG(16:1_22:6_22:6),Medium,1.024099676,0.939218725,0.925643067,0.582862231,0.539674819,0.566561392,2.816782988,3.130258428,2.651746919,NA,NA,NA,NA,NA,NA,1.037194673,1.016178918,0.963985893,0.993776695,1.0011367,1.012430116,0.978679275,0.934719178
TG(60:12)_968.77058_5.57_Medium,557,3277,96877058,"[M+NH4]+, [M+K]+, [M+Na]+",TG 20:4_20:4_20:4,C63H98O6,TG 20:4_20:4_20:4_968.771_5.57_[M+NH4]+_Medium,TG(60:12),TG(20:4_20:4_20:4),Medium,1.907099594,1.902562098,1.811920833,0.957529453,0.854502195,0.901861619,1.821496711,1.627938173,1.624487988,NA,0.036086493,NA,0.033944854,0.038671688,0.028885773,0.995068556,1.033394946,0.986233628,0.976286747,1.00558452,0.995413809,0.979156573,0.964195087
TG(60:12)_968.7698_5.69_Medium,569,3293,9687698,"[M+NH4]+, [M+Na]+",TG 16:0_22:6_22:6,C63H98O6,TG 16:0_22:6_22:6_968.77_5.69_[M+NH4]+_Medium,TG(60:12),TG(16:0_22:6_22:6),Medium,0.923119732,0.89496053,0.884350752,0.683767611,0.628176152,0.682275298,1.948198768,1.944898688,1.912574354,NA,NA,NA,NA,NA,NA,1.010669192,0.970752454,1.017180841,0.9963113,1.030526987,0.962179287,1.009667527,1.006154286
TG(60:10)_972.80092_6.05_Medium,605,3322,97280092,"[M+NH4]+, [M+K]+, [M+Na]+",TG 18:1_20:4_22:5,C63H102O6,TG 18:1_20:4_22:5_972.801_6.05_[M+NH4]+_Medium,TG(60:10),TG(18:1_20:4_22:5),Medium,2.160047898,2.110506319,2.096901192,1.4379654,1.263831978,1.229920922,1.510491339,1.64308866,1.40914093,0.090204733,0.075121843,0.055722644,0.031006092,0.112643518,0.051917277,1.021036609,1.035514771,0.976296826,1.011472439,0.96582697,1.00302221,0.95854468,0.955849196
TG(60:1)_990.94176_7.75_low,775,3451,99094176,[M+NH4]+,TG 18:0_18:1_24:0,C63H120O6,TG 18:0_18:1_24:0_990.942_7.75_[M+NH4]+_low,TG(60:1),TG(18:0_18:1_24:0),low,0.6334812,0.578040545,0.52615354,0.634821686,0.539626512,0.60083034,1.015408449,1.006961934,1.055354986,3.063081951,2.82271201,2.172225934,0.559191667,0.454132353,0.368561414,0.965783788,1.016291367,1.009743107,1.005255914,1.0091047,0.998097347,1.021619494,0.976233792
TG(59:8)_962.81675_6.27_low,627,3334,96281675,[M+NH4]+,TG 19:0_20:4_20:4,C62H104O6,TG 19:0_20:4_20:4_962.817_6.27_[M+NH4]+_low,TG(59:8),TG(19:0_20:4_20:4),low,1.229021898,1.503151135,1.365749715,0.726988497,0.909133874,0.974333013,1.502671122,1.376474217,1.561698836,0.992519619,0.92775303,0.708622048,NA,0.676364691,NA,0.881102679,1.095196885,0.989678144,1.02447214,0.821542407,1.081802628,1.051803749,1.005827838
